,generic_name,binary_determination,confidence_determination,yes_no_prompts,confidence_prompts,urls
844,PIFLUFOLASTAT F-18,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a00e5cbc-4fd5-4280-82ec-cd3498df4553/spl-doc
845,PIMAVANSERIN TARTRATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1e6bea44-57d6-4bac-9328-46e1ee59f83b/spl-doc
846,PIMOZIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/70b079e2-a1f7-4a93-8685-d60a4d7c1280/spl-doc
847,PINDOLOL,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/79a8d97b-9461-4914-bcbb-f6f64a39e5e7/spl-doc
848,PIOGLITAZONE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/d2ddc491-88a9-4063-9150-443b4fa4330c/spl-doc
849,PIRFENIDONE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/2e8c3537-36d7-4de5-9b5c-7a624b9a9e6e/spl-doc
850,PIROXICAM,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/dedef9e5-23de-49ff-895a-30906b5c7da3/spl-doc
851,PITAVASTATIN CALCIUM,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/44dcbf97-99ec-427c-ba50-207e0069d6d2/spl-doc
852,PITAVASTATIN MAGNESIUM,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/c8c50e03-5cb8-43f4-bdef-8edd12f1945f/spl-doc
853,PITOLISANT HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8daa5562-824e-476c-9652-26ceef3d4b0e/spl-doc
854,PLAZOMICIN,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/eccf9fd9-53ac-4252-a106-5567b3a82a70/spl-doc
855,PLECANATIDE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/fe2895bf-71a6-493a-b0ca-e06b2dfefc82/spl-doc
856,PLERIXAFOR,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0ed08d2b-5051-46b2-aa37-1d6275bf9003/spl-doc
857,POLIDOCANOL,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/dfd6b4a0-b0dc-11e2-9e96-0800200c9a66/spl-doc
858,POLYMYXIN B,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a974c557-e88f-451b-a1bd-d2c656be226e/spl-doc
859,POMALIDOMIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/2b25ef01-5c9e-11e1-b86c-0800200c9a66/spl-doc
860,PONATINIB HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/16d804b6-4957-43ee-b18c-3b36ec37c5ac/spl-doc
861,PONESIMOD,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/5be69660-738c-4db7-b0d4-517aa873dc41/spl-doc
862,PORFIMER SODIUM,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5c4841b4-fbc0-4163-8ee1-cb28629cbfbf/spl-doc
863,POSACONAZOLE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/b073b082-7b57-4423-8c06-4fd4263d6f84/spl-doc
864,POTASSIUM ACETATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/c58f8112-d587-493a-91b7-2b48c80bb7bf/spl-doc
865,POTASSIUM CHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/142c30ff-a839-4616-8167-ad4b07d8456f/spl-doc
866,POTASSIUM CITRATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/72cdea1b-2240-41db-987d-86d5c6aaa978/spl-doc
867,PRALATREXATE,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/9f3d9c4d-9386-4451-b712-0fbdc5478d8f/spl-doc
868,PRALIDOXIME CHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/17407365-3681-5a43-e063-6394a90a0391/spl-doc
869,PRALSETINIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/16edd46e-28b8-f06d-e063-6394a90ae31b/spl-doc
870,PRAMIPEXOLE DIHYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/e2902ed1-cfeb-4815-adc3-129c577917a1/spl-doc
871,PRAMLINTIDE ACETATE,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/4aea30ff-eb0d-45c1-b114-3127966328ff/spl-doc
872,PRASUGREL,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/596c923d-db8d-4b96-bf31-52186a38c30d/spl-doc
873,PRAVASTATIN SODIUM,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e0b4b77d-e196-4d83-98ad-f4bc4b441dce/spl-doc
874,PRAZIQUANTEL,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/34ce1cdd-648e-4f1e-8512-bf3d4cc22eb9/spl-doc
875,PRAZOSIN HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/36c4da56-502e-4da1-acf7-8e81ee453dcc/spl-doc
876,PREDNISOLONE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/35f0b197-c3ae-445a-8da7-9ffcd4472e05/spl-doc
877,PREDNISOLONE SODIUM PHOSPHATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1b996564-a777-4d37-ae00-b6a5ffc5e596/spl-doc
878,PREDNISONE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/281ab967-7565-4bef-9c0c-a646589c671e/spl-doc
879,PREGABALIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f280bbd8-2af2-444a-bd96-e409337ca6dd/spl-doc
880,PRETOMANID,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f1906fc9-cb3c-4e13-8a4a-da76100c1bf3/spl-doc
881,PRILOCAINE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/db23a56f-1e41-4843-9220-1b2e3059db41/spl-doc
882,PRIMAQUINE PHOSPHATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1bfbf4ae-81b8-4160-a00d-6322aadd4b59/spl-doc
883,PRIMIDONE,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/af593171-dabb-4ea3-b44c-89ed457b2c46/spl-doc
884,PROBENECID,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6aec72b5-a9f4-45a3-82a6-7d3de64ba5e5/spl-doc
885,PROCAINAMIDE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fece65c0-fdbc-61d8-e053-6294a90a9a68/spl-doc
886,PROCARBAZINE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1aa75a3a-18c9-49e1-91a6-293d0b7da756/spl-doc
887,PROCHLORPERAZINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b23b67eb-78b7-48eb-84ff-c95d3ce8683c/spl-doc
888,PROCHLORPERAZINE EDISYLATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b3c5c1b7-310a-4658-bd01-b88b7334b591/spl-doc
889,PROCHLORPERAZINE MALEATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/86102abe-0b72-4352-95ce-db88d2e14002/spl-doc
890,PROGESTERONE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1cf237ff-c4f8-4faa-a7aa-77599c856889/spl-doc
891,PROMETHAZINE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/81fd29a9-c090-49ba-8b48-bd3656ca0c92/spl-doc
892,PROPAFENONE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8bb1bc4a-a019-49c8-af81-be899822428f/spl-doc
893,PROPOFOL,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/5cec3b97-5183-4a9d-accd-21e76c99d3dd/spl-doc
894,PROPOXYPHENE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f60e8f65-a12b-4073-ac0f-81e1186617d7/spl-doc
895,PROPOXYPHENE NAPSYLATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c6c48eee-240b-4425-8691-35462523652e/spl-doc
896,PROPRANOLOL HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/cd5601b3-4d87-4c3b-acac-b476e787609d/spl-doc
897,PROPYLTHIOURACIL,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/b0c23a2c-b250-4c0d-9b2a-c1483faa2ca0/spl-doc
898,PROTAMINE SULFATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7a31fc4c-579f-45cc-9559-39cfad9a57b3/spl-doc
899,PROTRIPTYLINE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c6c7c39e-e510-4f4a-bf7a-926f0e075d3a/spl-doc
900,PRUCALOPRIDE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/bca1e4c6-4b2b-4876-8ab3-654629c4ff1b/spl-doc
901,PRUSSIAN BLUE INSOLUBLE CAPSULES,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/baa68c79-5f3d-468a-a510-58b9e978cd50/spl-doc
902,PYRAZINAMIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/beda4384-1314-4afc-a11f-22cd1dfb21b0/spl-doc
903,PYRIDOSTIGMINE BROMIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a851795e-b7a8-40c3-9922-5e79d3eb4d92/spl-doc
904,PYRIDOXINE HCI,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/946c8e50-08d0-755d-e053-2a95a90a84de/spl-doc
905,PYRIMETHAMINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/5368616d-6520-6f6e-2053-686b72656c69/spl-doc
906,QUAZEPAM,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/9727e8b4-14f1-451d-9630-84eabc772e42/spl-doc
907,QUETIAPINE FUMARATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/63cf6e35-4d68-4316-8579-823419f386de/spl-doc
908,QUINAPRIL,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8ded0773-3aec-4e89-9836-d22a5a84abf0/spl-doc
909,QUINIDINE GLUCONATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ad2ad985-cca2-25b5-e053-2995a90a402f/spl-doc
910,QUINIDINE SULFATE TABLET,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b0d6341b-d880-4f0b-8844-bc788c03004a/spl-doc
911,QUININE SULFATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1c44c8b7-8b38-4487-a8ba-a94f708d1f50/spl-doc
912,RABEPRAZOLE SODIUM,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1eb38279-0237-4967-be7a-c53a826c1138/spl-doc
913,RADIUM RA 223 DICHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a398400e-bd31-41a9-9696-4f7c06569ede/spl-doc
914,RALOXIFENE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/fcaaa6dc-74e8-4fb8-800c-5574bf0f8de9/spl-doc
915,RAMELTEON,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/9de82310-70e8-47b9-b1fc-6c6848b99455/spl-doc
916,RAMIPRIL,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0fc34cd8-86e6-4034-73bd-4263a68ba046/spl-doc
917,RANITIDINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9f416ce0-012f-4194-9382-74ac71e4b2a9/spl-doc
918,RANOLAZINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/dd9f81e4-50da-4551-aed5-559d304df42e/spl-doc
919,RASAGILINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d9168d62-814a-444f-9d70-11674def339d/spl-doc
920,REGORAFENIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/824f19c9-0546-4a8a-8d8f-c4055c04f7c7/spl-doc
921,RELUGOLIX,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/077a92f6-9f1b-479a-87c7-c92b5db6aa9c/spl-doc
922,REMIFENTANIL HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8b4c8696-e23e-4c51-a4d2-babab5bd945a/spl-doc
923,REMIMAZOLAM BESYLATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/4e1838f2-b999-41a7-a761-d94f09aa531f/spl-doc
924,REPAGLINIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/813f781f-7db8-49ed-b4ed-a829c37eddb7/spl-doc
925,REPOSITORY CORTICOTROPIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f27544ee-a0e2-4d84-b193-1c9efdf9e34c/spl-doc
926,RIBAVIRIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/7ea8dafa-d3d8-493e-a0db-e783d92fb13f/spl-doc
