,generic_name,less_determination,binary_determination,no_less_most_prompts,yes_no_prompts,set_id,urls
1030,TADALAFIL,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ff61b237-be8e-461b-8114-78c52a8ad0ae,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=ff61b237-be8e-461b-8114-78c52a8ad0ae&type=display
1031,TAFENOQUINE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",299e49d8-470f-4779-a010-4a1ee0e0c6cd,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=299e49d8-470f-4779-a010-4a1ee0e0c6cd&type=display
1032,TAFENOQUINE SUCCINATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",5cf989d5-36f5-4561-a30b-9fcb9deb6b6a,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=5cf989d5-36f5-4561-a30b-9fcb9deb6b6a&type=display
1033,TALAZOPARIB,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c6fd147f-a77e-4a0b-9280-e82ecc41b4be,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c6fd147f-a77e-4a0b-9280-e82ecc41b4be&type=display
1034,TALC,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c94e51d9-beef-4b06-e053-2a95a90a754a,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c94e51d9-beef-4b06-e053-2a95a90a754a&type=display
1035,TAMOXIFEN CITRATE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1e6ff055-590c-41e6-9530-1fdf04cdbd02,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1e6ff055-590c-41e6-9530-1fdf04cdbd02&type=display
1036,TAMSULOSIN HYDROCHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",6771ad8e-ac92-4aec-b484-5d8350a353f8,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=6771ad8e-ac92-4aec-b484-5d8350a353f8&type=display
1037,TAPENTADOL HYDROCHLORIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",80938c30-9fe3-4c7d-9d9c-5476638cfb2d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=80938c30-9fe3-4c7d-9d9c-5476638cfb2d&type=display
1038,TASIMELTEON,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ca4a9b63-708e-49e9-8f9b-010625443b90,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=ca4a9b63-708e-49e9-8f9b-010625443b90&type=display
1039,TAZEMETOSTAT,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7db07b5f-4e22-467c-9c0a-f830b08dbb1d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7db07b5f-4e22-467c-9c0a-f830b08dbb1d&type=display
1040,TECHNETIUM TC 99M MEDRONATE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3c91d0d8-6cc5-834c-bda0-aa83a873b9fb,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=3c91d0d8-6cc5-834c-bda0-aa83a873b9fb&type=display
1041,TECHNETIUM TC 99M OXIDRONATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",6fc2e41e-a1bf-4e0f-924a-88be0372d4af,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=6fc2e41e-a1bf-4e0f-924a-88be0372d4af&type=display
1042,TECHNETIUM TC 99M SESTAMIBI,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4110d0f4-3bcf-4688-a39f-42a81064c796,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=4110d0f4-3bcf-4688-a39f-42a81064c796&type=display
1043,TECHNETIUM TC 99M SULFUR COLLOID,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",eeaf70fd-46bd-4fec-ba9d-2366fdf07888,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=eeaf70fd-46bd-4fec-ba9d-2366fdf07888&type=display
1044,TECHNETIUM TC 99M-LABELED RED BLOOD CELLS,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",9f999b75-8a66-40bf-9352-478850b41225,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=9f999b75-8a66-40bf-9352-478850b41225&type=display
1045,TECHNETIUM TC99M PYROPHOSPHATE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1f0cbd23-2fb3-43b7-b8af-7de246151149,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1f0cbd23-2fb3-43b7-b8af-7de246151149&type=display
1046,TEDIZOLID PHOSPHATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",75672079-589f-451a-bdbf-eaebcfcc80a9,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=75672079-589f-451a-bdbf-eaebcfcc80a9&type=display
1047,TEGASEROD,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",6a44eefe-fbe8-431c-a418-2571b26aa42e,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=6a44eefe-fbe8-431c-a418-2571b26aa42e&type=display
1048,TELAVANCIN HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",5359b759-db7c-4672-9e8a-59c93869bd91,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=5359b759-db7c-4672-9e8a-59c93869bd91&type=display
1049,TELITHROMYCIN,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ba1cca98-f350-4655-88e3-6ef990779fb9,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=ba1cca98-f350-4655-88e3-6ef990779fb9&type=display
1050,TELMISARTAN,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",cfb9309f-e0df-4a55-9542-0e869fce05fb,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=cfb9309f-e0df-4a55-9542-0e869fce05fb&type=display
1051,TELOTRISTAT ETHYL,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f9108ac3-ca6e-4faf-9d04-953abb64d072,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=f9108ac3-ca6e-4faf-9d04-953abb64d072&type=display
1052,TEMAZEPAM,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c9bc61b4-a579-4003-98da-b6f6e381c150,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c9bc61b4-a579-4003-98da-b6f6e381c150&type=display
1053,TEMOZOLOMIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",046a9011-3911-4d3f-a15f-fbb56d5aad56,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=046a9011-3911-4d3f-a15f-fbb56d5aad56&type=display
1054,TEMSIROLIMUS,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",95b7dc92-2180-42f1-8699-3c28f609e674,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=95b7dc92-2180-42f1-8699-3c28f609e674&type=display
1055,TENAPANOR HYDROCHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2102da5f-a1a0-4ac7-a1f6-38698cf7273a,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=2102da5f-a1a0-4ac7-a1f6-38698cf7273a&type=display
1056,TENOFOVIR ALAFENAMIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",72e6b33c-0351-4070-9172-eeaa186c01d2,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=72e6b33c-0351-4070-9172-eeaa186c01d2&type=display
1057,TENOFOVIR DISOPROXIL FUMARATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",33fd6418-fbdc-42ca-a50d-ce2a476a5418,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=33fd6418-fbdc-42ca-a50d-ce2a476a5418&type=display
1058,TEPOTINIB HYDROCHLORIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",80a0f1b9-071a-47f5-9e67-32d638a669dc,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=80a0f1b9-071a-47f5-9e67-32d638a669dc&type=display
1059,TERAZOSIN,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",64251bda-afa8-4d0e-93dd-36753dd5f112,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=64251bda-afa8-4d0e-93dd-36753dd5f112&type=display
1060,TERBINAFINE HYDROCHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2886b2ff-815f-4621-bc28-1fea082c1920,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=2886b2ff-815f-4621-bc28-1fea082c1920&type=display
1061,TERBUTALINE SULFATE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",613df3cb-4d55-4d12-ab08-a932481aaa0b,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=613df3cb-4d55-4d12-ab08-a932481aaa0b&type=display
1062,TERIFLUNOMIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4650d12c-b9c8-4525-b07f-a2d773eca155,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=4650d12c-b9c8-4525-b07f-a2d773eca155&type=display
1063,TERIPARATIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",aae667c5-381f-4f92-93df-2ed6158d07b0,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=aae667c5-381f-4f92-93df-2ed6158d07b0&type=display
1064,TESTOSTERONE CYPIONATE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",cb411b78-0072-42b0-b75d-85ee96cfbf3c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=cb411b78-0072-42b0-b75d-85ee96cfbf3c&type=display
1065,TESTOSTERONE ENANTHATE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",8a3d204c-be26-49e0-8599-0ac12a272e81,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=8a3d204c-be26-49e0-8599-0ac12a272e81&type=display
1066,TESTOSTERONE UNDECANOATE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4b0b92e9-6d3c-a0e5-e1c7-342999f72580,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=4b0b92e9-6d3c-a0e5-e1c7-342999f72580&type=display
1067,TETRABENAZINE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ac768bab-8afa-4446-bc7f-caeeffec0cda,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=ac768bab-8afa-4446-bc7f-caeeffec0cda&type=display
1068,TETRACYCLINE HYDROCHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2c9208db-5f4f-4382-854f-6786b1e458db,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=2c9208db-5f4f-4382-854f-6786b1e458db&type=display
1069,TETRADECYL HYDROGEN SULFATE (ESTER),Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f1756c28-dcd2-4b49-be62-07ca20682018,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=f1756c28-dcd2-4b49-be62-07ca20682018&type=display
1070,TETROFOSMIN,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",98c85037-a907-4a3a-8864-c3a5298b4759,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=98c85037-a907-4a3a-8864-c3a5298b4759&type=display
1071,THALIDOMIDE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2eda833b-1357-4ed4-a093-194524fcb061,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=2eda833b-1357-4ed4-a093-194524fcb061&type=display
1072,THEOPHYLLINE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",417c9df3-ed15-40ea-a653-b0442f367a54,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=417c9df3-ed15-40ea-a653-b0442f367a54&type=display
1073,THIAMINE HYDROCHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",63f3631b-ba1e-430c-a30b-dd05b2c00c13,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=63f3631b-ba1e-430c-a30b-dd05b2c00c13&type=display
1074,THIOGUANINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",44b0c461-47fb-4106-ba11-6ed85530235c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=44b0c461-47fb-4106-ba11-6ed85530235c&type=display
1075,THIORIDAZINE HYDROCHLORIDE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",52fea941-0b47-41c1-b00d-f88150e8ab93,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=52fea941-0b47-41c1-b00d-f88150e8ab93&type=display
1076,THIOTHIXENE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",81c40311-7dc4-4332-8920-a39a8466aea6,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=81c40311-7dc4-4332-8920-a39a8466aea6&type=display
1077,TIAGABINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7036c6df-6527-4701-b484-6b962914b52a,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7036c6df-6527-4701-b484-6b962914b52a&type=display
1078,TICAGRELOR,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f7b3f443-e83d-4bf2-0e96-023448fed9a8,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=f7b3f443-e83d-4bf2-0e96-023448fed9a8&type=display
1079,TICLOPIDINE HYDROCHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",77d619f8-05a3-408a-a6f8-1511694b6a24,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=77d619f8-05a3-408a-a6f8-1511694b6a24&type=display
1080,TIGECYCLINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",acf5dbe5-ca75-4300-816f-b3f4625f6e7d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=acf5dbe5-ca75-4300-816f-b3f4625f6e7d&type=display
1081,TINIDAZOLE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a0d01539-8413-4703-94cc-d221918630a1,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=a0d01539-8413-4703-94cc-d221918630a1&type=display
1082,TIOPRONIN,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",494a714e-923c-cd57-df6c-12886afb265a,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=494a714e-923c-cd57-df6c-12886afb265a&type=display
1083,TIPRANAVIR,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",08982e49-d2eb-4b25-b01a-1be52fd669ef,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=08982e49-d2eb-4b25-b01a-1be52fd669ef&type=display
1084,TIROFIBAN,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fe0ced75-ccbf-4d2e-bd0d-b57e60ab913f,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=fe0ced75-ccbf-4d2e-bd0d-b57e60ab913f&type=display
